Thinking Process:

1.  **Analyze the Request:**
        *   Wall-clock < 600 seconds at THREADS=4 (though no explicit threading command is needed for these tools, they can be run in parallel or sequentially). Since it's a script, sequential might be safer unless `snakemake` is used to manage jobs? But the prompt asks for "ONE self-contained bash script". Using snakemake inside a single script requires defining rules and running them. However, standard shell loops are simpler if I just run commands in parallel using backgrounding or xargs (if available) but better stick to sequential with checks unless performance is critical. Given 4 samples on chrM (~16kb), alignment will be very fast (<5s each). Total time won't exceed limits even sequentially, so no need for complex job management logic beyond simple `&&` chaining and existence checks.
        *   No absolute paths (e.g., `/home/anton`). Use relative paths (`data/raw`, `results`).
        *   Do not use echo for user-facing prose.

2.  **Workflow Design:**
    *   Step 1: Check if all outputs exist in results/. If yes, exit 0 immediately? Or just check per sample? The prompt says "rerunning on a populated results/ directory must exit 0 without redoing work". This implies I should check existence of the final VCFs and BAM files.
    *   Step 2: For each sample (M117-bl, M117-ch, etc.):
        *   Check if `results/{sample}.bam` exists. If not, align using BWA-MEM (`bwa mem`). Output to results/`.sam`, then sort/index with SAMtools (`samtools sort -o ...`) and index (`.bai`). Wait, the input is FASTQ.gz.
        *   Check if `results/{sample}.vcf.gz` exists. If not, call variants using bcftools mpileup/call on the BAM file. Then compress/gzip with bgzip (`bcftools view -gz ...`) and index (`.tbi`). Wait, is there a tool for gzip in inventory? No explicit `bgzip`, but usually available via standard tools or just piping to `gzip` if allowed? The constraint says "Use only tools listed". Is `gzip` listed? It's not. However, VCFs are often compressed with `.gz`. Standard Linux has `gzip`. But strict adherence might mean I need a tool that does it. Wait, the inventory lists specific conda env tools. Usually standard system utilities like gzip/bzip2/tar exist on PATH even if not listed in "conda env" list? The constraint says: "Use only tools listed in TOOL_INVENTORY". This is tricky. `bcftools` handles compression internally often (`-Oz`).
        *   Wait, the inventory lists specific versions pinned to conda 'bench'. It implies these are available on PATH. Standard Unix utilities like gzip might not be guaranteed if I must strictly follow "Use only tools listed in TOOL_INVENTORY". However, `bcftools` usually outputs uncompressed VCF unless specified otherwise? No, `-Oz` uses bgzip (htslib). Is htslib/gzip allowed? The inventory lists tabix/lofreq/bcftools. Tabix requires a compressed index file (.tbi) which implies the underlying data is gzip-compressed or bzip2.
        *   Let's assume standard `gzip` and `bgzip` are available as they are fundamental to bioinformatics workflows even if not explicitly listed in the "conda env" list, but I should try to rely on tools provided (bcftools). Actually, bcftools 1.21 supports `-Oz`.
        *   Wait, looking at the inventory again: `bwa`, `samtools`, `bcftools`, `tabix`... No explicit `gzip` or `bgzip`. But tabix requires `.tbi` which is a binary index for compressed files (usually bgzip). If I use bcftools mpileup, it outputs VCF. To get .vcf.gz and .tbi, I need to compress the VCF.
        *   Actually, `bcftools view -Oz ...` creates gzipped output using htslib's compression (which is bgzip). This tool is part of bcftools 1.21 inventory? Yes. So `-Oz` should work without needing an external gzip command if the binary supports it natively via libhts.
        *   Wait, `bcftools view -Ov ...`. The output format depends on flags. I will use `bcftools mpileup -f ref.fa | bcftools call -m -c 10 -r chrM > results/{sample}.vcf` then compress? No, better to let bcftools handle it or pipe through a tool that does compression if available.
        *   Wait, `bcftools view` can output compressed VCFs with `-Oz`. This uses the htslib library bundled in bcftools (which is part of inventory). So I don't need external gzip/bgzip commands explicitly listed? The constraint "Use only tools listed" usually means do not invoke *other* package managers or non-listed binaries. Standard `gzip` might be risky if strictly interpreted, but often allowed as a system utility. However, to be safe and compliant with the inventory:
            1. Align (bwa mem) -> results/{sample}.sam
            2. Sort/Sort/Index (samtools sort -@4 ... .bam.bai). Wait, bwa outputs SAM/BAM? `bwa aln` + `bwa samse`. Or just `bwa mem` which outputs BAM directly if `-s` is used or standard output redirection.
            3. Call variants: `bcftools mpileup -f data/ref/chrM.fa results/{sample}.bam | bcftools call ... > results/{sample}.vcf`. Then compress? If I use `bcftools view -Oz`, it creates .gz file directly using htslib compression (which is bgzip).
            4. Index VCF: `tabix -p vcf results/{sample}.vcf.gz` -> `.tbi`.

    *   Step 3: Generate collapsed.tsv from all individual VCFs. Use SnpSift or bcftools to merge? Or just extract variants and combine.
        *   Since I need a single script, merging might be complex with `bcftools isec` (not listed) or manual processing.
        *   Actually, the prompt asks for "collapsed.tsv" columns: sample, chrom, pos, ref, alt, af.
        *   SnpSift can filter/extract from VCFs? Or bcftools query. `bcftools query` is standard in 1.21 inventory. I'll use that to extract data per file and then combine them into a TSV using shell tools (awk/sort). Since no external merge tool like R or Python, I will rely on bash/awk logic.
        *   Wait, `bcftools query` outputs tabular format. I can pipe it through awk to add the sample name column if not present in VCF header? No, bcftools output doesn't have a "sample" column unless specified with `-s`. But here we want one table per file combined into one TSV where each row has `sample` as first col.
        *   I can use SnpSift to filter and format? Or just loop through files, extract data using bcftools query (which supports sample names in header), add a prefix column via awk/sed/printf inside the script logic before merging? No, simpler: `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT\t%s'` doesn't give AF directly.
        *   Actually, bcftools 1.21 has `-o vcf.gz`. I need to extract fields including AF (allele frequency). The standard format is GT/AD/DP/GQ etc in VCF header or INFO field? `bcftools mpileup` outputs variants with INFO tags like AD, DP.
        *   To get AF: bcftools can calculate it if we use the right flags (`-c 10 -r chrM`). But standard output includes GT/AD/GQ etc. I might need to parse `AF=` tag or compute from AD/DP in INFO? Or just rely on SnpSift which is listed!
        *   Wait, lofreq (2.1.5) is also there but not used for calling here since bcftools is sufficient and standard.
        *   Let's check `bcftools query` capabilities: It can output INFO fields like AF if present in the VCF header or calculated? No, usually we need to calculate it from AD/DP. But wait, SnpSift 5.2 has `-f FORMAT=AF`. Or I can use bcftools `calc-af` (not listed).
        *   Actually, standard practice with bcftools mpileup is that AF isn't always in the VCF unless specified or calculated via a plugin? Wait, if using GATK it's common. With bcftools: `bcftools call -m ...`. The output includes GT/AD/GQ/LP etc.
        *   To get AF specifically for mitochondrial (haploid usually), but here we have diploid-like data or heteroplasmy? Mitochondrial is haploid in somatic cells, but often treated as biallelic with high coverage. However, the task asks for `af` column. This implies I need to calculate it from AD/DP if not present.
        *   Wait, SnpSift can extract fields and format them? Or bcftools query `-f '%CHROM\t%POS\t%REF\t%ALT'`. Then add AF manually? No, that's complex without a tool.
        *   Actually, `bcftools` 1.21 has an option to output specific INFO tags if they exist in the VCF header (which is set by mpileup). Does mpileup generate AF tag automatically? Usually no unless using `-c` or similar flags that might trigger it?
        *   Wait, `bcftools call -m ...`. The default behavior for bcftools 1.21 with mpileup/call: It generates a VCF where INFO fields include AD (Allele Depth). AF is often not present unless calculated by the caller or specified via `-c`?
        *   Wait, I can use `bcftools annotate -a ...`. No.
        *   Let's check if SnpSift has an option to calculate frequency from VCF fields? Yes: `snpEff` is listed but that's for annotation of SNPs/Indels against a reference database (like dbNSFP). It can also be used as a variant caller wrapper sometimes, but bcftools is the primary tool here.
        *   Actually, I might need to calculate AF from AD and DP in INFO fields using `bcftools query` + awk? Or use SnpSift's `-f FORMAT=AF`. Wait, if VCF doesn't have AF tag, this fails.
        *   Okay, let's look at bcftools mpileup output: It has `AD`, `DP`. I can calculate AF = AD[1]/(AD[0]+AD[1])? Or just use the INFO field if available.
        *   Actually, there is a simpler way for this specific task (mitochondrial): Since it's haploid in many contexts but here we have paired-end reads which might be treated as diploid or haploid depending on mapping quality filters. The prompt asks for `af`. This implies heteroplasmy detection capability.
        *   I will use bcftools mpileup with `-f` (ref) and output VCF. Then compress it using `bcftools view -Oz`. Index with tabix.
        *   For the collapsed table: Since no tool explicitly calculates AF from AD/DP in a single command without external scripting, I will use bcftools query to extract fields including INFO tags (like AD) and then maybe SnpSift? No, that's too complex for "no prose".
        *   Wait, `bcftools` 1.21 has `-c` flag in call which sets the threshold but doesn't add AF tag automatically unless using specific flags like `-m`. Actually, standard bcftools mpileup does NOT output an INFO/AF field by default (it outputs AD).
        *   However, `bcftools` 1.21 has a plugin or feature? No.
        *   Wait, I can use SnpSift to extract and format the data if it supports calculating AF from VCF fields? Or just assume standard bcftools output includes INFO/AF for heteroplasmy calls (often `bcftools call` adds specific tags). Actually, many pipelines add an `-c 10 -r chrM`.
        *   Okay, I will use the most robust approach: Use SnpSift to extract variants from VCFs. But wait, if AF is not in the file...
        *   Wait, `bcftools` has a command `calc-af`? No.
        *   Let's check lofreq 2.1.5. LoFreq calculates allele frequencies directly and outputs VCF with AF tag! It uses BWA-MEM or SAMtools BAM input. But the inventory lists bcftools as well. I should use bcftools for alignment/calling if possible, but maybe `lofreq` is better for "af" column?
        *   Wait, lofreq 2.1.5 requires specific setup (e.g., `-i bam`). It outputs VCF with AF tag by default! This fits the requirement perfectly ("collapsed.tsv must have ... af"). Using bcftools mpileup/call without a plugin might not give an explicit `AF` field in INFO, whereas LoFreq does calculate it.
        *   However, lofreq is often used for low-frequency variants (somatic). The prompt says "MiSeq amplicon samples". These are high depth. BWA + bcftools mpileup/call with `-c 10 -r chrM` usually works well and can output AD/DP which I could calculate AF from?
        *   Wait, if I use `bcftools call`, does it add an INFO tag for allele frequency? Usually not unless using the "vcf" plugin or specific flags. But LoFreq is explicitly listed in TOOL_INVENTORY! And its version 2.1.5 supports calculating frequencies directly from BAM/FASTQ (via BWA).
        *   Wait, `lofreq` command line: `lofreq call -i input.bam ...`. It outputs VCF with AF tag? Yes, LoFreq is designed for allele frequency estimation in NGS data. This seems like the intended tool to satisfy "af" column requirement without manual calculation via awk (which might be error-prone).
        *   Wait, does `lofreq` output `.vcf.gz` directly? It outputs VCF text which can be compressed with bcftools view -Oz or just gzip. Since I need .tbi index too, tabix is needed on the gzipped file.
        *   So: Align (bwa) -> Sort/Index BAM (samtools). Call Variants using `lofreq`? Or use `bcftools mpileup/call`. Given LoFreq's strength in AF calculation and its presence in inventory, I will prioritize it for variant calling to ensure the "af" column is available.
        *   Wait, does lofreq require a specific reference format (FASTA)? Yes. It uses BWA internally? Or just SAMtools BAM input? `lofreq call` takes BAM as primary input (`-i`). So I still need alignment first with bwa mem. Then sort/index with samtools.
        *   Wait, is lofreq 2.1.5 compatible with bcftools VCF output format for tabix indexing? Yes, standard VCF.
        *   Okay, Plan:
            1. Align each sample (bwa aln + bwa mem -> BAM). Or just `bwa mem` directly to SAM/BAM file in results/.
            2. Sort and index BAM with samtools (`samtools sort -@4 ...`, then `.bai`). Check existence before running.
            3. Call variants using lofreq (since it provides AF tag naturally) OR bcftools? Let's check `bcftools mpileup` output again. It outputs AD/DP but not necessarily a pre-calculated INFO/AF field unless specified via plugins or specific flags which might be version-dependent. LoFreq 2.1.5 definitely calculates and writes the AF tag in VCF header/info fields (e.g., `INFO=...`).
            *   Wait, I need to check if lofreq is available as a standalone command on PATH? Yes, listed in TOOL_INVENTORY.
            *   So: `lofreq call -i results/{sample}.bam ...` -> output VCF text. Then compress with bcftools view (since gzip/bgzip isn't explicitly listed but htslib/bcftools handles it via `-Oz`). Wait, if I use lofreq to generate the raw VCF, then `bcftools view -Oz results/{sample}.vcf` -> `.gz`. Then tabix.
            *   Actually, bcftools 1.21 has a command `mpileup` which is often used with GATK-like logic but LoFreq handles the frequency estimation better for heteroplasmy detection (which seems to be the goal given "af" column). I will use lofreq call.
            *   Wait, does lofreq output .vcf.gz directly? No, it outputs text VCF. So `bcftools view -Oz` is needed for compression and indexing support later. Or just pipe through bcftools to compress if available via `-gz`. But I'll use standard tools: `lofreq call ... > results/{sample}.vcf`, then `bgzip`? Wait, bgzip isn't listed! Only tabix (htslib) is listed for compression indexing. Tabix requires `.tbi` which implies the file must be compressed with htslib's compressor (`bgzip`).
            *   So I need a way to compress VCF using `bcftools view -Oz`. This uses libhts, so it should work even if not explicitly listed as "gzip". The inventory lists bcftools which bundles this.
            *   Wait, is there any other tool? No explicit bgzip command in list. But bcftools 1.21 supports `-Oz` (output compressed VCF). This uses libhts compression logic internally without needing an external `bgzip` binary on PATH if I use the bcftools wrapper correctly.
            *   Okay, so: `lofreq call ... > results/{sample}.vcf`. Then `bcftools view -Oz results/{sample}.vcf -o results/{sample}.vcf.gz`. Wait, `-Oz` creates a new file? Yes. Or pipe to compress? I'll use bcftools command directly: `lofreq call ... | bcftools view -Oz > results/{sample}.vcf.gz`.
            *   Then index with tabix: `tabix -p vcf results/{sample}.vcf.gz` -> `.tbi`.

    *   Step 4: Generate collapsed.tsv. I need to merge all VCFs into one TSV with columns: sample, chrom, pos, ref, alt, af.
        *   Since lofreq outputs AF tag in INFO field (e.g., `AF=0.5`), I can use bcftools query or SnpSift to extract it? Or just parse the VCF header/fields using awk/sed if needed. But bcftools 1.21 has `-f FORMAT=%...`.
        *   Wait, lofreq outputs `AF=` in INFO field (e.g., `INFO=<ID=AF,...>`). I can use SnpSift to extract this? Or just parse the VCF file with awk/sed if it's simple enough. But bcftools query is safer: `-f '%CHROM\t%POS\t%REF\t%ALT'`. This doesn't get AF from INFO field easily without parsing string.
        *   Wait, SnpSift has a command `--format`? No. It filters/transforms VCFs. I can use it to extract specific fields if available in the format (e.g., FORMAT=AF). LoFreq writes variants with GT and AD but does AF calculation into INFO field or FORMAT tag?
        *   Actually, standard bcftools mpileup/call outputs `AD` (Allele Depth) which is used for frequency. But lofreq calculates it directly as a float in the VCF header/fields if configured properly. LoFreq 2.x usually writes `AF=` to INFO or FORMAT?
        *   Wait, I can use bcftools query with `-f '%CHROM\t%POS\t%REF\t%ALT'` and then calculate AF from AD field using awk? That's safer than relying on lofreq output format which might vary. But the prompt asks for `af`. If I don't have it in VCF, I must compute it.
        *   Wait, bcftools mpileup outputs `AD` (Allele Depth). AF = AD[1]/(AD[0]+AD[1])? Or just use lofreq's output if available. Let's assume LoFreq writes an INFO tag for frequency or FORMAT field that is accessible via SnpSift/bcftools query.
        *   Actually, `bcftools` 1.21 has a command to calculate AF from AD/DP? No explicit tool listed (like GATK). I will use bcftools mpileup/call which outputs VCF with INFO fields including AD and DP. To get AF column in the collapsed table:
            *   Option A: Use `bcftools query` to extract `%CHROM\t%POS\t%REF\t%ALT`. Then calculate AF from %AD (Allele Depth) using awk? This is robust but requires parsing VCF format correctly.
            *   Option B: Assume LoFreq writes an explicit INFO/AF tag that can be extracted via `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT'` plus `%INFO.AF`. Wait, does bcftools support extracting custom tags? Yes `-f '... %INFO.* ...'`.
            *   Let's check if LoFreq writes AF tag. It usually calculates it and puts it in INFO or FORMAT (e.g., `AF=0.5`). If I use SnpSift to extract the variant data, maybe easier: `snpEff` is listed but that's for annotation.
            *   Okay, best approach: Use bcftools mpileup/call with `-c 10 -r chrM`. This outputs VCF with AD/DP in INFO (or FORMAT). I will use awk to calculate AF from AD if needed? Or just assume LoFreq adds an `AF` tag.
            *   Wait, the prompt says "Use only tools listed". If I need to parse fields manually via shell commands like `awk`, is that allowed? Yes, standard bash/awk are not in TOOL_INVENTORY but they are part of a Bash script environment (usually). The constraint "Do not invoke conda... or any package manager" and "Use only tools listed in TOOL_INVENTORY". This implies I should NOT use external binaries like `python`, `perl` unless specified? But standard Unix utilities (`awk`, `sed`) are usually assumed available on PATH for shell scripts. However, to be safe regarding the constraint:
            *   If I can extract AF using bcftools query directly (e.g., if LoFreq writes it), that's better. Let's assume LoFreq 2.1.5 outputs VCF with `AF` tag in INFO or FORMAT? Actually, standard lofreq output includes an `INFO=...` field containing allele frequencies calculated from the BAM data.
            *   I will use bcftools query to extract `%CHROM\t%POS\t%REF\t%ALT`. Then for AF: If LoFreq writes it as a tag (e.g., INFO/AF), I can try to parse it? Or better, just calculate AD-based frequency using awk if the VCF has `AD` field.
            *   Wait, bcftools mpileup outputs variants with `AD`. So calculating AF from AD is safer than relying on LoFreq's output format which might vary by version or config. But I need to use tools listed? If I can't find a tool that calculates AF for me (like GATK), and awk is allowed as standard shell, then calculate it in the script using `awk`.
            *   Wait, constraint: "Use only tools listed in TOOL_INVENTORY". This usually means do NOT call external binaries not on PATH. But standard Unix utilities (`grep`, `sed`, `awk`) are always available unless specified otherwise? The prompt says "Do not invoke conda... or any package manager." It doesn't explicitly ban system utils like awk/sed, but it emphasizes using the listed tools for bioinformatics tasks.
            *   However, to be strictly compliant with "Use only tools listed", I should try to avoid `awk` if possible? No, that's impossible without a tool list containing text processing utilities (like grep/awk). The constraint likely means "Don't use pip install new packages". Standard shell is assumed.
            *   Okay, Plan for collapsed.tsv: Loop through samples, extract data using bcftools query to get `CHROM`, `POS`, `REF`, `ALT`. For AF: I will check if the VCF has an INFO/AF field (LoFreq likely does). If not, calculate from AD.
            *   Actually, LoFreq 2.x outputs a specific format where it calculates allele frequencies and writes them to the VCF file as `INFO` tags or similar? Let's assume I can use bcftools query with `-f '%CHROM\t%POS\t%REF\t%ALT'`. Then add AF column.
            *   Wait, if LoFreq outputs an INFO tag for frequency (e.g., `AF=0.5`), then `bcftools query -f '... %INFO.AF ...'` would work? But bcftools 1.21 might not support `%INFO.*`. It supports specific tags like `%INFO/DP`, etc.
            *   Okay, I will use a simpler approach: Use SnpSift to extract variants from VCFs and format them into TSV with AF column if available? Or just merge the files using `paste` or similar logic in bash (since bcftools query outputs tabular data).
            *   Actually, since LoFreq is listed, I will assume it produces a valid VCF where allele frequencies are present. If not, calculating from AD/DP via awk is robust and standard for shell scripts unless explicitly banned. The constraint "Use only tools listed" usually targets the bioinformatics pipeline (bwa/samtools/bcftools). Shell scripting logic (`awk`, `sort`) is generally acceptable as part of a bash script environment.
            *   Wait, I need to be careful: "Do not invoke conda... or any package manager." This implies standard PATH tools are okay if they don't require installation via the listed env? But it says "Use only tools listed in TOOL_INVENTORY". If `awk` is NOT listed, should I use it?
            *   Usually, this constraint means "Don't write a script that installs python packages or uses conda commands to get new binaries." Standard Unix utilities are assumed. However, if strict: I can pipe bcftools output through standard tools like `sort`, `awk` (if available). But wait, the prompt says "Use only tools listed in TOOL_INVENTORY". If I use `awk` and it's not there...
            *   Okay, to be safe: Use SnpSift? It can filter VCFs. Does it output TSV with AF? Yes, if fields exist. But does LoFreq write them? Let's assume yes (LoFreq is designed for this). If I use bcftools query `-f '%CHROM\t%POS\t%REF\t%ALT'`, that gives me the first 4 columns. For AF: `bcftools` doesn't have a direct command to calculate it from AD without plugins? Wait, there's no plugin listed (like GATK).
            *   Okay, I will use bcftools mpileup/call which outputs VCF with INFO fields including AD/DP. To get AF: `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT'` + calculate from `%AD`. But wait, if LoFreq is used for calling (since it's listed and good at frequency), I'll use its output format which likely includes an explicit AF tag.
            *   Wait, `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT'` doesn't include INFO fields by default unless specified? No, `-f` specifies the FORMAT string to extract from VCF records (e.g., `%GT`, `%AD`). It does NOT automatically pull INFO tags.
            *   Okay, I'll use `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT'`. Then for AF: If LoFreq writes it as a tag in the VCF header (e.g., `##INFO=...`), bcftools doesn't extract that easily.
            *   Wait, I'll use SnpSift to filter and format? No.
            *   Okay, let's assume standard behavior: Use LoFreq for calling because it outputs AF tag in INFO field (e.g., `AF=`). Then use `bcftools query` with `-f '%CHROM\t%POS\t%REF\t%ALT'`. Wait, that doesn't get the info.
            *   Actually, I'll just output a simple TSV using bcftools mpileup directly? No, it outputs VCF text.
            *   Okay, let's use `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT'` and then for AF: If LoFreq writes an INFO tag like `%INFO.AF`, I can try to extract it using bcftools? No standard way without `-i`.
            *   Wait, maybe the simplest is to use `bcftools mpileup -f ... | bcftools call ... > results/{sample}.vcf.gz` (using bcftools for calling). Does this output AF tag? Standard bcftools 1.21 does NOT add an INFO/AF field by default unless using specific flags or plugins.
            *   Wait, LoFreq is listed! It's specifically good at frequency estimation. I will use `lofreq call` to generate the VCFs because it guarantees AF presence (it calculates and writes them). Then for collapsed.tsv: Use bcftools query? Or just parse with awk/sed if needed.
            *   Wait, constraint "Use only tools listed". If LoFreq is used, I should rely on its output format. It outputs VCF text which can be compressed by `bcftools view -Oz`. Then index with tabix.
            *   For collapsed.tsv: Since no tool explicitly merges TSVs or calculates AF from scratch without a field in the input (assuming LoFreq provides it), I will use bcftools query to extract fields and then merge using shell logic? Wait, if `awk` is not listed... but standard bash scripting requires some text processing. The constraint likely means "Don't install new tools".
            *   Okay, I'll assume `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT'`. Then for AF: If LoFreq writes it in INFO field (e.g., `%INFO.AF`), bcftools 1.21 supports extracting specific tags? No, `-f` only works with FORMAT fields or standard VCF columns unless using plugins.
            *   Wait, I'll use `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT'`. Then for AF: If LoFreq writes it as a tag in the header? No.
            *   Okay, let's assume standard VCF format where INFO fields are available but not easily extractable via `-f` without knowing exact names (e.g., `AF`). I'll use SnpSift to filter and output TSV if possible? Or just parse with awk/sed which is universally available on Linux.
            *   Wait, the constraint "Use only tools listed in TOOL_INVENTORY" might be interpreted as: Do not call external binaries that are NOT in this list (like `python`, `perl`), but standard Unix (`awk`, `sed`) are allowed? Or does it mean ONLY these bioinformatics tools should do the work?
            *   Given "Use only tools listed", I will try to minimize shell scripting complexity and use bcftools/SnpSift for data extraction. SnpSift can output TSV format if configured properly (`-o` or `-f`). But does it handle AF column correctly from LoFreq VCF?
            *   Okay, let's simplify: Use `bcftools query -f '%CHROM\t%POS\t%REF\t%ALT'`. Then for AF: I will assume the user wants me to calculate it. Since no tool calculates it automatically (except maybe lofreq outputting a tag), and bcftools doesn't have an explicit command, I'll use `awk` or similar standard tools which are part of bash environment but not explicitly listed in "TOOL_INVENTORY" list?
            *   Wait, if the constraint is strict ("Use only tools listed"), then using `awk` might be a violation. But how else to process text without it? The inventory doesn't include any general-purpose scripting tool (like python/perl). It includes bioinformatics tools (`bwa`, `samtools`, etc.).
            *   Okay, I will assume standard Unix utilities are allowed for shell script logic as they are not "package managers" or "conda envs". But to be safe and compliant with the spirit of using listed tools: Use SnpSift? It can extract fields. If LoFreq VCF has `AF` tag in INFO field, I might need a way to access it.
            *   Wait, bcftools 1.21 supports `-f '... %INFO.AF ...'`. Does it support `%INFO.*`? No, usually specific tags like `%INFO/DP`, etc. If LoFreq writes `AF=` in INFO field (e.g., `##INFO=... AF=0.5`), bcftools might not parse that easily without a plugin.
            *   Okay, I'll use SnpSift to extract variants from VCFs and format them into TSV with columns: sample, chrom, pos, ref, alt, af. If LoFreq writes `AF=` in the INFO field (e.g., as part of header or record), SnpSift might not parse it unless I use specific flags?
            *   Actually, let's assume bcftools mpileup/call is sufficient and standard VCF output includes AD/DP. To get AF column: Calculate from AD using `awk` (assuming allowed) OR just leave out if LoFreq provides a tag that can be accessed via SnpSift?
            *   Wait, I'll use bcftools query to extract `%CHROM\t%POS\t%REF\t%ALT`. Then for AF: If I assume LoFreq writes it in INFO field (e.g., `AF=0.5`), and bcftools doesn't support extracting arbitrary tags easily...
            *   Okay, let's check if SnpSift has a `-f FORMAT` option? Yes! It can extract fields from VCFs. If LoFreq writes an AF tag in the INFO field (e.g., `AF=0.5`), I might need to use bcftools query with `%INFO.AF`.
            *   Wait, if I assume standard behavior: Use BWA + SAMtools + bcftools mpileup/call. This is the most robust pipeline for chrM amplicons (high coverage). LoFreq 2.x often requires specific flags or might be overkill/complex to set up compared to bcftools which handles high depth well.
            *   Wait, I'll use `bcftools mpileup` + `call`. Does it output AF? No standard INFO tag for frequency unless using `-c` (which sets threshold) but doesn't add the field itself. However, many pipelines assume you calculate AD/DP -> AF manually or via a plugin.
            *   Wait, I'll use LoFreq because it's listed and specifically good at calculating frequencies from BAM data! It outputs VCF with `AF=` tag in INFO fields (e.g., `INFO=<ID=...>`). This is the key to getting the "af" column without manual calculation via awk.
            *   So: Align -> Sort/Index -> LoFreq Call -> Compress/Index -> Merge TSV.
            *   For merging TSV with AF: I'll use bcftools query `-f '%CHROM\t%POS\t%REF\t%ALT'`? No, that doesn't get INFO fields easily without knowing the tag name (e.g., `AF`). LoFreq writes it as a specific field.
            *   Okay, SnpSift 5.2 can extract variants and format them. I'll use bcftools query to output TSV-like data? No, let's just parse with awk/sed if needed for the final merge step (since no tool listed does "merge VCFs into one TSV").
            *   Wait, `bcftools isec` isn't listed. So I'll use a bash loop + sort/awk to combine files and add sample column.

    *   Step 5: Idempotency check at the start of script? Yes. Check if all outputs exist in results/. If yes, exit 0.
    *   Wait, "rerunning on a populated results/ directory must exit 0 without redoing work". This means I should check existence of `results/{sample}.vcf.gz` (and .tbi) before running alignment/calling steps for each sample? Or just the final VCFs? If any output exists, skip.
    *   Wait, if `results/M117-bl.vcf.gz` exists but BAM doesn't... I should check existence of all outputs per sample to decide whether to re-run or not. But "without redoing work" implies skipping steps that produce the final result. If VCFs exist, skip everything for those samples? Yes.
    *   Wait, if `results/{sample}.vcf.gz` exists but `.tbi` doesn't... I should index it then? Or just check existence of all required outputs (BAM, BAI, VCF.GZ, TBI). If any is missing, regenerate the rest from scratch.
    *   Actually, simpler: Check if `results/{sample}.vcf.gz.tbi` exists for each sample. If yes, skip calling steps? Or just check all 4 outputs per sample exist before skipping alignment/calling? The prompt says "without redoing work". So I should only run the pipeline if at least one output is missing (or specifically VCFs).
    *   Wait, to be safe: Check existence of `results/{sample}.vcf.gz` and `.tbi`. If both exist for ALL samples, exit 0. Else, regenerate all outputs? Or just what's needed? I'll check per sample if BAM/VCF exists.

3.  **Script Structure:**
    *   Shebang + set options.
    *   Check idempotency: Loop through expected output files (results/*.vcf.gz.tbi). If any exist, skip generation for that file? Or just exit if ALL are present? "rerunning on a populated results/ directory must exit 0 without redoing work". This implies I should check existence of the final outputs.
    *   Wait, better: Check `results/{sample}.vcf.gz.tbi` exists. If yes for all samples, exit 0. Else proceed to generate missing ones (BAM -> VCF).
